case_id,citation,citation_style,year,court_or_series,number,volume,first_page,corpus_citation_count,parties,jade_href,parallel_citation,parallel_case_id,chunk_ref,page_ref,part_id,part_title,page_title,heading_path,chunk_ordinal,char_offset,occurrences_in_chunk,url,context
CASE/1985/IPR/4/445,(1985) 4 IPR 445,reported,1985,IPR,,4,445,1,,,,,TMM/Part55/2/2/4,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.4 Award of costs for a disputed extension of time,5,519,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs,"sion of time matter, regardless of the final outcome of the substantive matter - see e.g. Lind Engineering Ltd v Leeton Steel Works Pty Ltd (1985) 4 IPR 445 and Bernard Leser Publications Pty Ltd v Spiritual Sky Group Cos Pty Ltd (1985) 5 IPR 149. However if the extension is only granted followi"
CASE/1985/IPR/5/149,(1985) 5 IPR 149,reported,1985,IPR,,5,149,1,,,,,TMM/Part55/2/2/4,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.4 Award of costs for a disputed extension of time,5,609,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs,"Lind Engineering Ltd v Leeton Steel Works Pty Ltd (1985) 4 IPR 445 and Bernard Leser Publications Pty Ltd v Spiritual Sky Group Cos Pty Ltd (1985) 5 IPR 149. However if the extension is only granted following matters which came to light at the hearing, then costs may be awarded against the succe"
CASE/1985/FSR/27,[1985] FSR 27,neutral,1985,FSR,27,,,1,,,,,TMM/Part19A/3/3/1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.1 Dealings,2,1802,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade,"e used in the course of trade. See also Hospital World trade mark [1967] RPC 595, Update trade mark [1979] RPC 166, Golden Pages trade mark [1985] FSR 27 and Visa trade mark [1985] RPC 323. The hire purchase or leasing of a product is also a dealing that constitutes use ‘in the course of trad"
CASE/1985/RPC/323,[1985] RPC 323,neutral,1985,RPC,323,,,1,,,,,TMM/Part19A/3/3/1,TMM/Part19A/3,Part19A,Part 19A Use of a Trade Mark,19A.3. Use 'in the course of trade',Part 19A Use of a Trade Mark > 19A.3. Use 'in the course of trade' > 3.1 Dealings,2,1836,1,https://manuals.ipaustralia.gov.au/trademark/3.-use-in-the-course-of-trade," also Hospital World trade mark [1967] RPC 595, Update trade mark [1979] RPC 166, Golden Pages trade mark [1985] FSR 27 and Visa trade mark [1985] RPC 323. The hire purchase or leasing of a product is also a dealing that constitutes use ‘in the course of trade’ (see Caravillas Trade Mark [1982"
CASE/1986/IPR/7/111,(1986) 7 IPR 111,reported,1986,IPR,,7,111,1,,,,,TMM/Part22/9/9/5,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.5 Intended purpose,6,575,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,"dance, see Wilkinson Sword Ltd's Appn (1989) 12 IPR 138 (‘Pivot’); Samboy Products Appn (1960) 30 AOJP 579 (‘Barbeque’); Plastic Inc's Appn (1986) 7 IPR 111 (‘Hi-Heat’); Jove Publication Inc's Appn (1984) IPD 6136 (UK) (‘Second chance at love’); Intermed Communications Inc's Appn (1985) AIPC 90-"
CASE/1986/IPR/7/567,(1986) 7 IPR 567,reported,1986,IPR,,7,567,1,,,,,TMM/Part55/2/2/4,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.4 Award of costs for a disputed extension of time,5,858,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs,"ng, then costs may be awarded against the successful party - see for example Nautical Services Pty Ltd v Hitech Distillation (Aust) Pty Ltd (1986) 7 IPR 567 and Foodland Associated Ltd v John Weeks Pty Ltd [1986] APO 37."
CASE/1986/APO/37,[1986] APO 37,neutral,1986,APO,37,,,1,,,,,TMM/Part55/2/2/4,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.4 Award of costs for a disputed extension of time,5,924,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs,or example Nautical Services Pty Ltd v Hitech Distillation (Aust) Pty Ltd (1986) 7 IPR 567 and Foodland Associated Ltd v John Weeks Pty Ltd [1986] APO 37.
CASE/1986/RPC/421,[1986] RPC 421,neutral,1986,RPC,421,,,1,,,,,TMM/Part21/3#1,TMM/Part21/3,Part21,Part 21 Non-traditional Signs,21.3. Shape (three-dimensional) trade marks,Part 21 Non-traditional Signs > 21.3. Shape (three-dimensional) trade marks,1,258,1,https://manuals.ipaustralia.gov.au/trademark/3.-shape-three-dimensional-trade-marks,"to be something separate and apart from the goods, a material sign to be affixed to the goods or their container (see Coca-Cola Trade Marks [1986] RPC 421. Since the definition of ""sign"" in section 6 of the 1995 Act specifically mentions ‘shape’ as a sign, there is no doubt that a three-dimens"
CASE/1987/IPR/7/551,(1987) 7 IPR 551,reported,1987,IPR,,7,551,1,,,,,TMM/Part15/4/4/2/1,TMM/Part15/4,Part15,Part 15 General Provision for Extensions of Time,15.4. Grounds on which the Registrar may grant an extension of time,Part 15 General Provision for Extensions of Time > 15.4. Grounds on which the Registrar may grant an extension of time > 4.2 Circumstances beyond the control of the person concerned > 4.2.1,4,175,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-on-which-the-registrar-may-grant-an-extension-of-time,"agraph 131(1)(a) of the 1955 Act. The scope of that provision was considered in Atomic Skifabrik Alois Rohrmoser v Registrar of Trade Marks (1987) 7 IPR 551 at 558 (FC), the case providing guidance on interpretation of ""circumstances beyond the control of the person concerned""."
CASE/1987/IPR/9/315,(1987) 9 IPR 315,reported,1987,IPR,,9,315,1,,,,,TMM/Part22/25/25/3,TMM/Part22/25,Part22,Part 22 Section 41 - Capable of Distinguishing,22.25. Devices,Part 22 Section 41 - Capable of Distinguishing > 22.25. Devices > 25.3 Devices that indicate geographical origin,4,948,1,https://manuals.ipaustralia.gov.au/trademark/25.-devices,resentation of a national symbol could be considered unique enough to be prima facie capable of distinguishing. In Brandella Pty Ltd's Appn (1987) 9 IPR 315 at 318 the Registrar's delegate said: The kangaroo of course is the pre-eminent national symbol and thus is required by other traders to in
CASE/1987/FCA/22,[1987] FCA 22,neutral,1987,FCA,22,,,2,,,,,TMM/Part47/1/1/3/1/2,TMM/Part47/1,Part47,Part 47 Procedures for Opposing Registration or Protection,Part 47.1. Filing a notice of opposition,"Part 47 Procedures for Opposing Registration or Protection > Part 47.1. Filing a notice of opposition > 1.3 Extension of time to file a notice of intention to oppose or a statement of grounds and particulars > 1.3.1 Grounds for requesting an extension > 1.3.1.2 Circumstances beyond the control of the applicant for extension of time, other than an error or omission by the person, the person’s agent, the Registrar or an employee (regs 5.9(4)(b) and 17A.34C(4)(b)).",18,179,1,https://manuals.ipaustralia.gov.au/trademark/1.-filing-a-notice-of-opposition,"ph 131(1)(a) of the 1955 Act and the scope of that provision was considered in Atomic Skifabrik Alois Rohrmoser v. Registrar of Trade Marks [1987] FCA 22. This case should provide guidance on interpretation of ""circumstances beyond the control of the person concerned"". This force majeure prov"
CASE/1987/FCA/22,[1987] FCA 22,neutral,1987,FCA,22,,,2,,,,,TMM/Part52/5/5/3,TMM/Part52/5,Part52,"Part 52 Hearings, Decisions, Reasons and Appeals",Part 52.5. Rights of appeal from decisions of the Registrar,"Part 52 Hearings, Decisions, Reasons and Appeals > Part 52.5. Rights of appeal from decisions of the Registrar > 5.3 Review under the Administrative Decisions (Judicial Review) Act 1977",5,1008,1,https://manuals.ipaustralia.gov.au/trademark/5.-rights-of-appeal-from-decisions-of-the-registrar,"sion to refuse such an extension might be sought by a prospective opponent (see Atomic Skifabrik Alois Rohrmoser v Registrar of Trade Marks [1987] FCA 22 and Chiron Corporation v Registrar of Trade Marks [1998] FCA 928). A review under the AD(JR) Act, though conducted in the Federal Court or "
CASE/1988/IPR/11/401,(1988) 11 IPR 401,reported,1988,IPR,,11,401,1,,,,,TMM/Part15/4/4/1,TMM/Part15/4,Part15,Part 15 General Provision for Extensions of Time,15.4. Grounds on which the Registrar may grant an extension of time,Part 15 General Provision for Extensions of Time > 15.4. Grounds on which the Registrar may grant an extension of time > 4.1 Error or omission by the person concerned or by his or her agent,2,454,1,https://manuals.ipaustralia.gov.au/trademark/4.-grounds-on-which-the-registrar-may-grant-an-extension-of-time,"de some guidance on what constitutes error or omission on the part of the applicant or agent - see Genentech Inc. v Wellcome Foundation Ltd (1988) 11 IPR 401 (Comm), applied in D'Urban Inc v. Canpio Pty Ltd (1990) AIPC 90-658 (Reg). Acceptance by the Registrar of a particular instance being class"
CASE/1988/IPR/12/212,(1988) 12 IPR 212,reported,1988,IPR,,12,212,1,,,,,TMM/Part22/11/ordinary-signification-of-non-roman-characters~1,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English > Ordinary Signification of Non-Roman Characters,5,1758,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,s which contain a combination of Roman and non-Roman characters. See also: Re Applications by LEE MAN TAT and LEE MAN LOK (t/a LEE KUM KEE) (1988) 12 IPR 212 (‘LEE KUM KEE’)) Likelihood of other traders wanting to use non-Roman character trade marks Once the ordinary signification of the trade ma
CASE/1988/IPR/12/417,(1988) 12 IPR 417,reported,1988,IPR,,12,417,1,,,,,TMM/Part48/12#1,TMM/Part48/12,Part48,Part 48 Removal of a Trade Mark from the Register for Non-use,Part 48.12. Registrar's discretion in deciding an opposed non-use application,Part 48 Removal of a Trade Mark from the Register for Non-use > Part 48.12. Registrar's discretion in deciding an opposed non-use application,1,525,1,https://manuals.ipaustralia.gov.au/trademark/12.-registrars-discretion-in-deciding-an-opposed-non-use-application," a registration. The proper exercise of that discretion by the Registrar will generally be as per Ritz Hotel Ltd v Charles of the Ritz Ltd, (1988) 12 IPR 417 at 482: If the condition of exercise of the court's power has been established, the entry of the mark should be expunged, or the mark shoul"
CASE/1988/FLR/90/398,(1988) 90 FLR 398,reported,1988,FLR,,90,398,1,,,,,TMM/Part26/4/4/3/1~4,TMM/Part26/4,Part26,Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs,26.4. Similarity of goods and services,"Part 26 Section 44 and Regulation 4.15A - Conflict with Other Signs > 26.4. Similarity of goods and services > 4.3 Closely related goods and services > 4.3.1 Retail, wholesale, and distribution services v goods",10,2831,1,https://manuals.ipaustralia.gov.au/trademark/4.-similarity-of-goods-and-services,"te v cafe services, coffee shop services and retailing services relating to items of food and beverages Yes Rowntree plc v Rollbits Pty Ltd (1988) 90 FLR 398; Confectionery v restaurant, take-away, retail food services Yes Discovery Holiday Parks Pty Ltd v G'day Baby Pty Ltd [2023] ATMO 4 Clothin"
CASE/1989/IPR/12/138,(1989) 12 IPR 138,reported,1989,IPR,,12,138,1,,,,,TMM/Part22/9/9/5,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.5 Intended purpose,6,473,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,"clude trade marks which consist of a mere description of the subject matter contained therein. For guidance, see Wilkinson Sword Ltd's Appn (1989) 12 IPR 138 (‘Pivot’); Samboy Products Appn (1960) 30 AOJP 579 (‘Barbeque’); Plastic Inc's Appn (1986) 7 IPR 111 (‘Hi-Heat’); Jove Publication Inc's Ap"
CASE/1989/IPR/15/125,(1989) 15 IPR 125,reported,1989,IPR,,15,125,1,,,,,TMM/Part22/9/9/2,TMM/Part22/9,Part22,Part 22 Section 41 - Capable of Distinguishing,22.9. Words,Part 22 Section 41 - Capable of Distinguishing > 22.9. Words > 9.2 Kind,3,691,1,https://manuals.ipaustralia.gov.au/trademark/9.-words,"or any goods or services. For guidance, see the Whopper case (1973) 128 CLR 417 (‘Whopper’); Matsushita Electrical Industrial Co Ltd's Appn (1989) 15 IPR 125 (‘Junior’); Colgate & Co's Appn (1913) 30 RPC 262 (‘Ribbon Dental Cream’); Associated Biscuits Ltd's Appn (1984) IPD 6133 (‘Sticklets’); Re"
CASE/1989/IPR/15/89,(1989) 15 IPR 89,reported,1989,IPR,,15,89,1,,,,,TMM/Part55/2/2/2,TMM/Part55/2,Part55,Part 55 Costs,Part 55.2. Award of costs,Part 55 Costs > Part 55.2. Award of costs > 2.2 The general rule for award of costs,3,500,1,https://manuals.ipaustralia.gov.au/trademark/2.-award-of-costs," still be awarded against the applicant (see e.g. Societe Francaise des Viandes et Salaisons du Pacifique v Societe des Produits Nestle SA, (1989) 15 IPR 89). Alternatively, depending on the circumstances, each party may be found to be responsible for its own costs (see e.g. Sasdor Pty Ltd v Ato"
CASE/1989/IPR/16/582,(1989) 16 IPR 582,reported,1989,IPR,,16,582,1,,,,,TMM/Part22/22#1,TMM/Part22/22,Part22,Part 22 Section 41 - Capable of Distinguishing,22.22. Numerals,Part 22 Section 41 - Capable of Distinguishing > 22.22. Numerals,1,884,1,https://manuals.ipaustralia.gov.au/trademark/22.-numerals,"normally be treated in the same manner as the numeral representation of the number. This was confirmed in Re Appn by David Fraser McManamey (1989) 16 IPR 582 (ROARING FORTIES) and in a UK Registry decision, 2000 Two Thousand trade mark [1992] 4 RPC 65, which refused registration of the trade mark"
CASE/1989/FLR/98/158,(1989) 98 FLR 158,reported,1989,FLR,,98,158,1,,,,,TMM/Part54/x-annex-a1---consequences-of-mishandling-a-subpoena#1~2,TMM/Part54/x-annex-a1---consequences-of-mishandling-a-subpoena,Part54,"Part 54 Subpoenas, Summonses and Production of Documents",Part 54. Annex A1 - Consequences of mishandling a subpoena,"Part 54 Subpoenas, Summonses and Production of Documents > Part 54. Annex A1 - Consequences of mishandling a subpoena",2,374,1,https://manuals.ipaustralia.gov.au/trademark/annex-a1---consequences-of-mishandling-a-subpoena,"oducing the documents, the possibility of making a claim of privilege could be considered. The above case is reported as Ditfort v Calcraft (1989) 98 FLR 158"
CASE/1990/IPR/17/509,(1990) 17 IPR 509,reported,1990,IPR,,17,509,1,,,,,TMM/Part22/3#1~3,TMM/Part22/3,Part22,Part 22 Section 41 - Capable of Distinguishing,22.3. Inherent adaptation to distinguish,Part 22 Section 41 - Capable of Distinguishing > 22.3. Inherent adaptation to distinguish,3,846,1,https://manuals.ipaustralia.gov.au/trademark/3.-inherent-adaptation-to-distinguish,"urt of Australia in Chancellor, Masters and Scholars of the University of Oxford t/a Oxford University Press v The Registrar of Trade Marks (1990) 17 IPR 509 (‘Oxford’), and more recently in Ocean Spray Cranberries Inc v Registrar of Trade Marks (2000) 47 IPR 579 (‘Cranberry Classic’). More recen"
CASE/1990/IPR/18/474,(1990) 18 IPR 474,reported,1990,IPR,,18,474,1,,,,,TMM/Part22/19#1,TMM/Part22/19,Part22,Part 22 Section 41 - Capable of Distinguishing,22.19. Corporate names,Part 22 Section 41 - Capable of Distinguishing > 22.19. Corporate names,1,763,1,https://manuals.ipaustralia.gov.au/trademark/19.-corporate-names,"ired by other traders to indicate their similar goods and/or services may be prima facie capable of distinguishing (see Avedis Zildjian Co. (1990) 18 IPR 474). If the trade mark contains a name or surname, the trade mark should be examined on the basis of the criteria for registration of names an"
CASE/1990/IPR/19/223,(1990) 19 IPR 223,reported,1990,IPR,,19,223,1,,,,,TMM/Part22/11/ordinary-signification-of-non-roman-characters~1,TMM/Part22/11,Part22,Part 22 Section 41 - Capable of Distinguishing,22.11. Words in languages other than English,Part 22 Section 41 - Capable of Distinguishing > 22.11. Words in languages other than English > Ordinary Signification of Non-Roman Characters,5,743,1,https://manuals.ipaustralia.gov.au/trademark/11.-words-in-languages-other-than-english,"ds and consideration must be given to the context in which the trade mark will be used (Re HongKong & Shanghai Banking Corp Ltd Application (1990) 19 IPR 223). Unlike foreign words written using the Roman alphabet, most non-Roman characters will be unable to be read or recalled by a majority of A"
